-1757 1697  339 -1025
-750 -1556  1772 70
-4291 -1047  -3423 2338
-2929 -2271  -2674 -481
-6011 -1885  162 -3837
7459 291  1165 -2406
-3286 -3245  -1404 1973
-1968 -200  -3080 5861
-2095 -6087  3250 631
-3472 1296  -142 1159
-4248 5193  2227 4001
-3936 -413  -98 2465
5671 4774  141 2030
3325 -2376  -165 811
-5986 -661  1462 -2550
3553 2752  -3592 3310
-3575 3999  4077 -1897
1732 -1610  2056 4061
556 2285  516 -7644
387 -975  5705 -1932
6211 -1618  -3309 831
-453 -2954  4325 -2040
1879 -2643  1717 4715
2036 4220  2354 970
292 1491  -1478 -1287
1652 1304  -3121 -2681
86 -3258  1674 3672
-1458 -3103  4746 159
966 1562  -392 -914
-349 839  -2401 2614
-4107 -4223  -3433 2632
1798 -1205  -1740 -172
4398 1633  272 1829
587 -1333  955 -2993
4166 3732  -299 2200
-1148 5052  -3299 -2759
-3208 -3574  3763 4137
-3558 -526  -1014 3367
-3690 2103  1850 -4220
6775 -1421  -2146 -2742
878 2120  684 971
101 798  967 1034
-966 -1077  5001 3964
-2468 2484  4382 1500
2767 -3893  -1129 -2102
-2301 5928  -1778 3032
-2262 4899  -3292 1802
-162 2237  918 3027
-2046 -182  -2897 314
2116 3186  4760 3921
2518 1559  -2131 -784
-349 -5764  535 -548
985 1599  2490 679
2023 -880  1115 -3576
-4684 -5337  7178 -1575
-1457 2338  -3583 2188
-1376 -2508  -1180 1865
2991 -4865  778 -476
3144 3931  -2144 -895
-3157 1859  1057 2575
-136 471  534 1268
-4807 -2047  -3851 -6105
1082 525  -4038 6351
701 295  4293 -2223
2012 2626  220 1567
-1324 8080  -5239 -14
1126 725  -419 2476
2868 1840  -3702 -4682
1248 2383  -3670 -5696
-1737 2532  -1769 -1600
-6247 4705  3171 -2044
3940 -2707  5815 -220
1010 -671  7744 -3302
-2196 2393  -2055 -2066
-2457 2655  897 -1342
-191 3144  -1368 -348
271 -3056  -817 -1119
800 1345  4227 625
1725 -3183  -4353 4818
-865 -573  -1958 590
-5142 -949  2511 -1941
2805 -2034  2274 20
-1861 1555  -1404 2463
-2484 -396  -1192 -2638
-315 -640  3107 -1101
4631 -1781  -4518 853
-275 -3648  -2799 -1650
141 1466  1946 -779
-460 392  3280 407
-1456 1447  2351 -238
348 -1251  5989 1720
-714 -480  -54 -1099
-602 -1074  -768 -2453
-3008 1392  -854 1672
823 1420  1512 -3398
1543 -66  -1085 2430
-3644 -676  2010 3178
-1571 -465  -1933 -2291
2636 -1221  1550 3703
3710 1257  -1453 1962
7270 -2142  -2654 -3763
-1382 1089  8993 -41
-1477 -207  4086 2636
7978 -5521  638 1556
-577 -212  -40 4091
-1912 4461  -3090 -7145
-5858 3668  -577 3063
1228 -4387  2533 -569
4115 -6265  -1295 -3332
1599 -1067  -1166 3300
-4117 -1701  1598 -6854
-4544 1482  905 1045
1681 -2994  -1707 -4545
-18 1143  3698 -651
5376 -52  -126 -1606
5846 6693  -7941 -3236
1881 883  -3756 -5140
1232 1163  -2832 -3315
210 -4728  634 2143
-4363 -2830  3476 1794
-2893 -2896  245 2404
596 -1016  -3529 4396
-1620 -3870  347 231
-783 1471  3636 -3452
-2775 6823  -4971 -5493
3142 -1415  -4867 2729
3838 -1124  3309 864
972 2648  -3152 539
3555 -138  1345 -2597
-2763 -179  -1729 1646
-4064 530  2855 -5793
4267 1263  3967 604
2429 3019  -2156 1649
-5012 -982  -2913 -3777
-5362 336  65 -1842
-2683 6060  -1165 -951
-8 661  89 -1901
-812 -57  2310 395
1105 5535  -2078 248
3398 2977  -4219 -1973
363 676  -640 -7292
-353 -630  -342 1555
-4214 2030  3014 7302
-222 -1464  -3520 -393
5374 991  1896 1024
1386 -2931  3116 -1112
3263 -2805  1998 4152
-3308 1011  2355 3058
607 -1848  -2159 1693
-1317 -494  -2831 2150
3922 -776  -6230 -3936
744 -5933  -581 -6543
1543 -981  1044 53
2677 6105  1646 1583
351 -3755  -1768 -377
-3612 3394  2138 673
-2121 387  -557 635
-2849 -642  3296 1830
-1058 2534  2640 1862
7840 3330  -1337 -6769
549 -4021  -3720 -5016
233 -5242  290 -3106
-355 1301  1222 4316
3976 497  -1258 -2627
-479 -2169  2105 -40
2512 4531  -1123 4023
-3468 -6265  -3272 -4091
-1239 -2107  -2825 2905
-5934 2506  -2760 -79
-138 -1453  3681 -157
-1427 -4804  -4009 -3928
-690 1150  -1994 2830
2935 2789  3531 -2943
793 4193  -3953 -1241
-1848 4301  -5743 -653
3926 939  -1308 17
-802 2850  -1784 -1217
-126 1687  -277 -356
2911 944  -7123 93
2868 -3422  -899 461
-1119 -2737  3336 -3151
-1170 -299  5607 36
2108 1175  1724 2446
-429 143  -2112 -3672
1802 -930  2711 401
-1577 -3543  824 -5477
-5019 -3536  3434 -2815
-1985 -2198  4519 -2538
2905 5228  924 -5951
1524 -2670  -1512 -3423
-1260 -3087  2514 927
2983 -851  364 3016
4100 -420  -3491 -6149
-7032 -5320  -6528 4134
1423 -5352  -1676 -4404
-2444 3059  3338 4774
9237 2946  1779 -1696
-1407 -1139  643 -1766
2217 -2473  2240 -2185
655 -4835  -1561 2686
2376 -496  -233 1625
-3885 -486  -5541 -748
-2404 148  -1474 -972
-1402 -343  -3549 -858
-1915 -4103  -2631 1352
-7041 1524  -933 -1049
5217 -71  180 5192
-3732 1524  -1891 -2933
3056 -2874  4380 -5360
-761 468  -4215 2098
-6714 -1832  -5760 610
-37 2522  -481 -3680
2703 -3667  -2030 1499
2324 1250  4971 3444
-97 1482  -1876 4356
-5603 2594  -1496 -4046
2476 -2654  -406 -2115
-342 -876  -2881 59
-4329 4116  4875 -3937
-2997 5294  -2937 -2512
4321 3341  1518 -53
-2492 2608  1516 -1026
131 930  6994 -1673
634 -1488  -6097 4278
258 290  1425 1784
4810 -4212  2660 -1055
3651 2704  1063 -3030
5014 -652  2356 1814
1397 -2369  447 -173
257 2300  -6760 4672
3588 667  1698 -1544
2617 492  1250 -2226
-576 49  -3917 2424
1218 -2865  -2168 -1424
-632 -1285  -1495 -853
-1540 1272  -32 -922
-958 -1451  -724 2990
3485 2855  -1517 -5566
4370 -1723  927 -2131
-3611 -2346  -477 2364
3082 -2357  -2405 937
3605 575  2955 -5862
-3446 -5647  1538 2151
-3290 201  -5662 716
-1444 507  -2663 594
348 -1825  3796 -5521
-1494 -1235  -2391 -527
-64 1347  -1352 5195
-2412 749  1634 -1062
-707 3928  54 -4100
1108 3293  662 -3572
918 1014  -2901 -1332
-984 -5818  4454 1196
4351 -2200  -5159 297
1662 -1555  -4698 -4980
-4183 -3426  -4444 -1396
1082 763  224 4231
5189 2106  1978 -7732
4556 825  -3242 -3947
-1355 3069  925 -203
-70 4226  -3316 2685
-4364 4050  2850 -3121
77 -1094  5893 135
-2693 -6095  -1400 -4033
-3611 -2673  3670 1389
628 -4692  -3651 -3452
773 852  -427 3431
-1290 1089  2365 3608
-2613 -5721  -2041 -5152
-11 -8474  574 2247
-3033 -924  3217 -3900
-2664 -5223  327 -247
2691 3615  2308 -3297
1217 -1783  -1245 2567
4899 830  -1718 -1734
-5469 -3803  5016 1392
3137 275  4385 -4681
538 2237  -2843 5422
-3040 356  -1521 810
5118 -1131  -886 4896
11137 1468  2151 2550
-2442 -980  -946 -1646
-3391 -3989  596 -3396
1652 -878  -4316 -935
3813 -1280  -6748 1359
-2741 -465  -290 1458
2462 -1528  4403 1904
1845 1827  -7793 -372
-999 -4864  -2800 -1948
-971 1005  -1131 -689
-939 -4719  -576 3211
-63 1586  4333 -1073
1637 -4828  -1552 8311
-1270 -1693  4278 -2520
-1845 1251  676 -6190
5172 4452  125 1233
1227 2175  -1976 2251
803 1194  3189 1272
-1858 -3098  -1483 4588
-1750 3535  -1128 8928
-8276 357  132 113
-214 -143  -1269 1911
4119 -199  -24 -3696
-3338 1475  -1591 899
-417 -1883  101 -1394
3072 -926  -659 435
704 -2382  2379 -3849
-4364 1470  -1616 -924
-1542 1083  -1766 2114
1499 -969  4972 -9
1681 3140  -2408 4197
-4912 1353  167 -2659
3386 -2300  1449 1782
-210 356  3833 7202
-1666 261  -2329 -1472
1761 -15  -404 1075
2106 -2420  -1450 49
-1025 -4050  -2224 4256
-1375 4086  3175 -391
-3968 2165  -945 -2421
4852 2342  2633 2814
3162 -3393  -79 -3277
-3076 45  4765 1306
-3033 -1903  -1504 -781
-3884 2894  -2795 -692
-4536 -1810  2644 2311
2028 -472  -1426 5057
-2880 3148  959 -2132
-1635 2603  -894 -4285
2124 4707  3966 5226
-3733 -1851  1710 -633
-2756 4009  -188 1612
-1707 -1708  -1134 3386
-528 -1715  -3704 4724
1024 3894  -681 375
-334 1667  211 -4585
-2717 -3253  2397 3587
-668 -417  822 247
-1671 -3423  -180 -513
3502 975  1145 2111
-2309 -1006  -1472 2498
1396 -3431  -139 -5651
3156 106  -3445 -100
-1223 4240  2234 1310
5461 2212  1258 7057
1371 -8061  -855 -2707
2552 -1720  -2033 -3498
-679 383  -5675 -67
-1250 -3507  3713 -1247
-1444 -1808  -374 -1313
522 1780  1725 -1138
2687 -1890  3070 1963
1657 -226  77 -1123
-4187 -2145  -712 1089
-2310 -4230  5398 3951
1079 1044  -4115 49
52 -1055  -597 3025
1293 -4834  1482 2124
-3047 -1334  2144 1457
-928 -1389  -4097 -2569
3085 -33  2699 -1886
934 -1659  4629 4616
-6145 4394  68 3012
1684 1066  -747 -1628
2220 2187  2752 -2606
2610 2159  1954 -146
2133 -810  1541 5062
-3045 -4089  1464 -1850
345 1269  -1574 2726
-710 -1398  5734 -3996
447 -1882  2783 -682
-855 -1063  -580 505
2410 -743  2619 1853
-3331 -5651  -2717 1139
-5835 -2992  1297 6510
3047 -3050  -1601 -1136
6058 607  24 -3460
792 3736  -1731 -1821
-633 2334  5974 1119
2118 3728  -3805 -5318
-111 937  815 172
388 323  -2444 1876
-1725 1754  -4193 -1604
269 -11  -1191 -1440
8754 -2433  -6152 916
3234 1231  -5889 -1080
213 -1400  5078 -6492
1114 2030  250 1397
-1497 -839  2710 -4304
1398 -3219  1851 1689
561 1034  -2490 -1429
551 3079  -2427 -314
70 1282  -3202 48
4189 -972  251 1275
-1326 -7717  -2891 -3895
3559 3257  1725 -80
4474 -1531  -956 -7964
-1433 -3850  4704 4577
-1671 6104  3212 -992
3417 993  -3033 1567
1678 2714  390 3694
181 4377  -4496 -1409
-4704 5731  -1945 -444
-3084 -25  -1389 -34
3542 199  -4070 335
2027 -2020  6250 1370
977 3462  -1222 2087
235 3740  665 -3900
-7601 6004  177 3037
-5102 -2488  1118 4517
-669 898  4325 4238
578 3470  -906 994
528 -4585  2832 804
944 5248  -396 -4512
-3027 -1446  -1271 -1824
-1372 996  -862 878
2293 2226  -3011 -4171
-264 -1048  -1127 113
-8185 3254  -1306 -1595
1811 2927  3261 -2082
2932 1875  772 2008
-221 1260  2150 -1936
1763 -6119  511 -3097
-4515 34  -2422 2539
-15 2716  -3595 -3385
-2511 2216  2258 2183
1078 2740  -2959 -2527
-1161 741  -3954 -3317
1618 116  -9104 4705
-1169 2818  4222 -64
-3715 1249  261 -425
-6282 990  964 1469
5747 -2934  988 -6607
-1124 475  2740 619
1942 3882  -2549 -2878
3206 1726  2214 1286
2462 -3282  -3042 2519
3683 5191  746 1620
2060 -2551  -3118 5858
-4968 -1330  6393 -3477
-1975 -1364  3307 -464
-2435 4694  1393 406
264 1401  -5645 -3326
289 -2419  3167 179
1636 -6164  204 -833
-889 2176  -289 3088
1452 -1351  1078 1981
1447 -5001  -3378 -2761
-5793 2674  -5258 2379
-2774 -1247  -929 9849
-2780 -651  -1638 296
1180 4070  313 1132
872 -106  5966 -5324
30 4065  -639 1799
-1179 -247  3972 1461
192 -2896  2577 -1909
-834 578  -3185 492
1472 -2190  -4152 160
3004 2118  -3993 -2568
-8124 326  3003 -6539
-602 2587  4708 -1487
5063 166  1921 -983
-9 -39  5762 -1227
-360 3096  -433 478
24 -970  -3767 -725
4688 -2809  -1871 111
3636 -4116  2592 3817
3360 -411  -536 -3087
-912 -2351  2014 453
4901 -2396  -917 1682
-127 -1942  378 -436
1592 1896  1495 818
-2534 527  1880 490
1472 -2129  -4386 5144
2323 -3780  -2165 -1223
2554 -501  -1240 3252
2835 3542  1185 807
3097 1274  -1004 -2265
-2659 -102  -1328 2499
1975 150  -929 -308
6296 2049  144 1463
1569 4351  3208 -169
1879 908  -3856 2486
-4372 3967  2340 -3923
-2149 -1018  -638 4587
-1046 200  -3659 1355
5288 4401  -4543 -2648
-4887 4018  2013 -3465
-34 1695  -295 591
2131 -2267  1081 -1265
685 -1644  -1612 1254
-398 2834  3596 -2944
-4711 -210  -511 -903
2979 -165  2928 231
-1806 -4843  -1673 8449
3 3840  1 93
-1692 -1117  -1014 -668
-3585 1287  2692 -3173
5825 -7562  -568 -2037
-1194 793  -341 547
-1219 -376  -5145 402
3640 -1884  -771 -2801
-4166 -3319  -4539 -943
-2876 -64  256 -4198
4462 -1101  -3465 1948
1830 1008  -197 -3937
2309 1322  -1355 -416
-508 -2473  -3897 -1510
-2145 1692  3605 2373
-2686 5227  -133 -2674
-924 1117  -1742 3622
2000 -2937  3747 1492
102 -2403  1892 3255
-7078 2039  -6049 647
-1943 -704  1686 -532
1280 4510  -1656 -3408
3289 1068  -3882 -2435
-4306 -4150  401 156
3183 2206  1591 -463
-1951 -234  -535 2480
-2013 3409  635 863
-3006 6103  -5527 -521
1851 2496  -1596 2644
-1792 3842  981 -170
-4289 4413  -2114 1496
4595 -866  -3134 -863
2359 2470  -349 2892
2403 -1134  -1827 -2013
-1495 -1075  -3435 3529
-3746 -1949  2101 556
-1525 -2256  31 -1677
-316 -1338  518 1841
969 1577  -5372 3
1797 -1489  -113 1002
2411 -6067  -1912 -1702
-4452 4100  3309 -2714
-5348 -3245  -1807 1462
-4650 22  440 1204
1268 2256  1255 429
-1649 3553  -642 766
-787 -1069  -72 -3899
2246 3278  381 -1279
-585 -3349  -1434 -1868
2421 3592  -24 -155
464 6703  -3979 -3467
733 -1946  -6146 584
-202 396  3714 2708
-1816 -3110  1884 3761
1963 3119  1003 -486
-3025 1606  2367 8769
-1976 -555  -2548 3728
-1112 -2281  1065 -1140
-1041 -728  114 704
-5198 -95  2692 -3396
4032 6213  3726 -5248
-352 -2709  -1696 1742
-1209 -285  -60 -2331
-2046 3103  -1477 -4244
-4632 5385  1096 405
-1149 1393  -3705 -5967
-1845 5084  3165 7102
1990 -2862  1345 2041
1940 17  -946 554
713 1785  803 -1317
251 3253  -2467 2541
946 465  -6002 3386
-2313 -1580  3064 -994
-1943 -2091  -976 -836
-2470 2874  3229 -1170
4293 -5203  -778 -602
645 -4408  -2958 -3544
-965 361  -5527 -6246
3001 -181  -1847 2676
-4337 -1129  -1250 29
5339 -4828  -2561 1882
-663 -4641  -1645 -4388
1684 -8654  -3334 -3583
-10211 2754  -6190 -588
-3287 -7372  -226 -5603
667 3983  656 3608
6681 -2195  -4599 3096
2023 134  749 4567
2069 -339  550 1125
-3084 2568  -4504 2904
-2546 -1935  -2082 675
1927 3813  2630 -1024
-9766 3918  -919 -2858
679 2662  -843 320
2839 1176  -4704 2268
-617 3969  -7048 1733
-609 1565  -2895 -7382
-1306 -2746  400 2003
-2734 3717  -1425 -920
-47 -2167  6410 1120
-114 -2560  -3659 -1767
-1534 -2348  444 309
-747 -3014  -2355 6465
1525 -2119  -657 4930
-399 -1215  -15 2184
-341 577  1371 7297
-411 1925  -6883 96
-1122 -468  1165 6405
-1558 -1248  4100 169
3765 -3187  -285 -3527
-2255 3119  2487 -1838
-3370 -2464  -3985 1482
-4301 3449  -2404 -1131
1388 721  -4419 1617
4591 1977  2551 955
-837 -1652  1385 -127
2346 -2486  -5410 6020
4495 3778  -1225 4187
1115 -1977  3302 217
1565 609  106 745
-3617 -7293  7918 1827
4292 -315  1471 -3427
475 -62  1487 -1530
869 549  -5506 3445
1894 202  -857 4382
4042 -970  -1877 -5913
-4558 -1254  228 5133
1562 -305  -2172 -808
1563 -1159  3933 -700
-261 5999  2377 365
4915 2514  3712 -3518
-609 -4670  832 -2731
-1652 -686  -577 -3060
1291 1071  -263 -2344
1228 -406  1403 -3598
-1914 -2510  2434 -851
7772 4139  794 -432
5566 -1544  4706 -4555
-2244 1811  -1927 896
-532 1617  1497 1034
2317 -2392  1523 1210
-4138 -3354  6610 61
-2402 -1852  1095 734
-455 2645  -122 -1781
-3468 -1235  1924 -2343
-115 -3162  -865 -6045
1336 -3391  -2055 915
-995 3937  -3008 -2145
-3809 2548  -2849 -392
-780 -5136  299 -2520
-2454 -2820  -3992 532
9235 -338  6195 3488
2881 1669  4422 1507
2199 -3100  -1349 2241
957 -69  -5144 7680
2292 1777  2365 -2129
-17 1545  5092 -2893
1909 1181  725 1690
2886 -2813  -1587 2190
-474 -3518  2434 1478
-3215 -4195  -5177 3336
190 1816  -1892 -4250
-117 2025  1521 2133
782 -230  5853 2355
5739 5389  1736 1937
-2894 -273  2150 -2981
1862 1305  1010 -218
-596 -589  -4559 -59
-473 3981  -2084 -3538
-3704 -2500  -133 3046
-2114 -2094  -2801 -6187
94 -4548  -421 580
-3764 406  1201 -574
-3724 3381  -3583 -3613
-1630 1550  1262 3190
1264 -1670  740 993
-1233 -1597  -812 -7272
-389 989  -2722 -3839
-4836 646  979 157
-1887 -3960  -201 -339
-3986 710  558 4900
-2175 -898  2131 3128
-1212 -3514  1153 4660
-2775 3406  5723 -1516
4276 -1658  -675 -4438
2223 -782  -3146 1686
-1164 -55  -395 2924
1344 2279  3291 -3621
1730 -918  -4372 -4300
963 -4569  -6353 2687
5725 -1035  914 -3529
-3362 -1543  -4973 -2138
3566 1416  -1673 818
-722 3116  2152 -2905
422 1541  -4181 -3543
31 898  -3111 -1407
-220 840  -355 5884
-3937 -661  -3928 971
4033 -4755  401 6456
-94 -2113  -1244 1256
4355 -1916  -5447 -1187
398 3968  1306 -3157
1454 -3846  -5695 2882
547 2994  1220 1178
2128 2463  -1875 -699
4047 -2543  -1168 1726
7954 4009  4230 1537
-509 -1874  3691 -1804
-4487 832  15 -2020
-4839 -1093  -5007 1259
2794 -810  861 -1570
-815 -2144  2660 -2319
1816 -3391  780 -1185
-1694 677  928 -2483
-3902 -3285  -2094 2418
1713 -1863  1064 4673
-4546 2082  3006 2164
-3905 3015  -4448 2857
2180 5127  6116 -1421
4270 -851  2713 -98
-1111 -905  -1034 -497
1790 -5335  631 -631
4150 -3337  1854 -2489
931 3369  4064 -782
-2452 3666  5610 -3366
2764 -3239  -8077 1192
1542 485  3015 -260
1918 5465  5796 522
2473 -283  4797 -99
9351 1355  4058 3247
-1628 -2243  2395 -3312
1857 2285  1375 -1604
-2028 2558  3145 -3143
4682 -492  -6411 5831
-1858 1067  782 -1613
-1920 1115  -392 -2534
-315 513  -2567 4475
8 1276  -477 3800
726 -1365  -1440 2304
1276 182  -4034 3529
-1074 -4018  4771 2808
-794 -2607  -315 -1731
-3246 -1053  -5239 -128
1318 3184  48 2374
2185 4923  -2466 -2650
5064 3903  1427 6702
-1478 -2353  -8010 -7525
7278 -208  -1126 -5523
-2992 299  -1164 -607
366 283  106 2878
1954 3614  -474 736
-3387 -2838  4316 1913
-660 -1807  686 -4271
1730 2297  745 3217
-557 -3159  -563 -1859
-2104 1970  1887 -64
-882 5109  -1111 2740
471 -1686  80 3141
-182 -3708  527 396
-1103 -208  4077 -3566
2186 -4325  -2685 -2679
-3927 5002  1286 5917
4925 -2463  2056 -4920
-1710 581  -3000 -683
1768 364  -1398 1063
-4824 3927  -1018 -2572
199 -8324  -2383 -3939
-3218 -3921  -4822 -972
-5148 -3960  -4280 -4054
-3430 -4248  1810 1991
369 436  -560 2146
-1708 -1100  -3424 3258
-1744 104  -897 6027
-1623 -2687  -1963 2140
5141 452  484 2580
419 5765  5035 4995
-308 2916  1254 1610
1169 685  -3651 -3464
27 116  -2132 1816
-4066 -908  -4727 -831
3204 3022  -2003 845
2490 -2692  -1447 1829
4167 1967  446 2642
8431 -2662  -3408 3766
1600 -2566  1201 4061
2689 2976  -4188 -3174
3819 5230  2858 64
1640 -3221  -713 17
896 -202  -184 6397
4509 1886  3323 2627
541 3149  -289 3136
-874 -720  959 1574
-2604 -3646  487 -2203
-3944 -834  -2214 -336
1273 -602  332 -814
786 2900  -1160 -543
-48 -1322  -3599 248
-4249 2671  -539 3059
2834 2348  5464 -4665
-2099 -2195  -2098 -2699
-4854 4686  -1339 4160
-5241 -2034  -4677 329
3353 -191  2571 -1726
1355 -1261  -4737 -1056
-1462 -2032  -406 759
4548 -2511  320 1576
-150 2832  -1299 869
-1433 4983  -1116 -4282
2456 -324  2592 -4597
6589 2117  -1380 -2229
-3345 -77  -4809 -4593
4241 1478  460 1647
-2679 -2211  -4624 4644
-735 514  -2381 -980
332 4447  -3418 3589
4136 -73  -5744 -4607
819 -205  -2865 -3370
-44 3423  -528 -545
-2580 -3731  -960 206
-1076 -3503  -147 2815
-1601 -2109  2074 -423
2553 1585  -1439 6576
-5548 -1015  3078 519
266 -405  -3559 -4008
-151 -3695  246 2637
-1131 -278  -407 -9177
-1256 -2193  237 -1506
1813 2696  -1290 3757
-4369 -2307  2907 2907
-1768 -1691  1246 -2294
-1264 -3580  -2490 4327
-1808 -555  -2 -2173
-2920 -1874  -1121 3960
-1050 499  1734 3994
-2713 -1999  927 1248
725 -591  1535 2646
3331 -1309  4090 1877
-1047 -1132  -2026 -3526
-5444 -270  312 -2795
3116 -1239  3296 5787
2634 646  1720 2101
5077 624  -2629 534
-2175 5309  4278 2647
-3334 -1506  -1570 -663
-1857 3541  622 -2075
-2946 543  225 1768
-2841 826  418 1024
1350 89  -2065 2384
4171 -2535  -2247 -4712
-1229 972  -1909 -1322
-2567 379  2556 7849
6349 3199  -2196 2749
-1915 2151  -1098 1801
-1802 2562  -1019 5650
-1815 -426  -2479 -3132
6872 -4800  4239 2814
-531 1495  -4489 -2922
-2755 -4921  532 3696
187 -3863  1582 -5241
-8864 -2684  2738 6485
1048 -6645  -3743 1366
2215 -2567  1353 1966
3592 1596  67 3327
963 148  -1030 -1069
-857 -2126  -2745 -148
3514 -3824  -2493 2591
4140 -2640  481 -373
1605 2459  1662 -1714
2718 -1289  2522 1831
1084 5999  -1248 4746
2102 -2538  -4609 -982
-1028 -4149  8206 2775
815 2376  -2008 1227
-425 3675  -1487 45
-1374 1162  4107 -1362
2272 -2789  501 125
-4126 2239  -5368 2915
6232 -1664  1806 1854
959 -80  1912 753
1909 2569  -76 3150
1950 4393  4045 -1415
-2514 -925  245 2821
-2606 4063  2742 -1935
3235 5161  -4914 111
-5528 705  -2888 -3245
-2066 4902  131 408
-1019 -1062  2024 -404
59 2108  -3873 711
-256 -7089  45 160
-2939 1088  952 -1723
602 2791  990 1346
-99 6546  2481 -1269
-1339 -3248  1385 -1761
-6590 3682  -4106 6240
522 -405  -1955 2727
716 5642  1125 471
-447 -788  -3959 -1951
-1312 6631  528 378
-4412 991  4949 1463
702 -1791  1475 -481
-1713 4438  -5646 5021
-1790 2636  2425 2761
3650 183  -3073 92
6129 3213  4717 628
2515 1602  -2459 1456
-1880 -3452  1311 5349
4704 451  -2347 -4215
2256 -1896  -115 -738
4125 6241  -2486 -932
520 -1671  -1635 -790
-2373 -3151  2658 -2351
3316 2806  -680 3580
-1347 -2355  186 835
2558 -2025  -2796 -2214
-3171 262  -52 -243
-3547 -5542  3172 3322
5677 4501  573 -778
-2416 2025  -519 3598
399 -1431  671 -3759
516 -1655  -3384 1619
4093 -87  -637 -2569
-234 1683  255 272
3877 212  1758 -1627
3463 1403  -3678 1940
4519 -1909  -5423 -958
-4621 2429  -957 -1064
3793 2329  -3908 2607
-3767 -330  -1796 -1113
1055 1981  2746 -2818
102 -2510  301 2407
-1528 406  1385 -1225
-1527 -2201  693 4275
7041 2413  -2746 283
7 -1553  -1422 -4359
3991 -4921  -3758 -446
-640 -963  -3487 -5312
-1103 3155  -542 1451
3424 -4878  -152 2721
392 -1982  -3169 -7493
-306 -714  -6804 -1754
967 570  -6347 82
-1716 405  25 -1692
-2880 -8209  821 3839
2127 1875  928 -1873
2412 1071  1114 3243
5967 1760  -829 -9691
2835 -5147  697 3974
-22 -167  2399 2421
-681 392  -158 -1071
-1464 1930  -2215 7164
-1628 549  -1981 -2961
1331 93  3933 -4727
5370 -809  7468 -5087
-5303 -3455  5333 -5622
2717 -4673  -62 1989
-2688 -4537  666 -244
1590 -5712  2869 3011
1249 -160  -6077 1347
-334 -4094  2140 4168
3105 1970  -1961 -134
1430 -718  4764 -524
1129 -1203  -1870 3425
2028 1429  3649 -7357
2843 -3865  -1238 1291
-3108 -446  -4782 -479
935 -3947  3011 -3669
1080 2996  1092 -1949
1684 320  -2745 1111
2924 1008  2654 -1653
-433 -3249  4982 -575
3638 1417  -2411 589
2688 -673  4130 -2683
-934 92  3576 1101
1159 -2400  -1869 1125
-18 5033  -2421 -1085
-4624 -1007  3626 -3652
160 3752  2530 -1666
1740 -663  -166 -204
407 474  -4281 -977
2261 -2449  -1917 -1852
-4168 -2374  2723 1306
-71 -2045  -931 -1300
3138 1203  -1997 1091
-584 -415  -2279 124
5714 -1030  -2254 3559
92 4712  1704 -3244
-755 1930  2540 -1138
594 -2669  -936 -998
-2790 -527  -457 -751
363 -6788  -2011 -1425
287 3045  1925 3224
-3110 -8197  5671 210
5870 -3577  1044 -4324
382 2043  3732 2469
-3490 -3134  -8508 123
4031 591  -2680 -1119
-682 1609  420 -3560
2970 -3425  3795 -4115
-4461 -1133  5754 2272
-450 2643  -6895 4804
-2390 2367  -1481 -157
-4983 -3746  -3813 4919
-3680 7158  -1450 -580
1221 -321  375 -774
5141 5477  1071 -5331
2952 983  1773 432
-5421 2324  -2037 929
-3284 2630  -289 2397
646 144  307 -601
2800 -507  1827 -1444
2914 -2131  -5897 2633
1173 1163  2973 202
-2577 3985  -2261 63
5487 2959  -3123 2206
23 -2956  -711 -9052
251 -2232  -382 611
-1278 2974  -3921 -5685
2701 1216  103 -3370
-120 679  1114 373
-385 1195  2464 -1563
-2405 -3449  -5520 -5463
1406 3472  -136 706
1682 -3412  4907 1793
824 -4368  1436 992
-2587 -1563  -2287 4377
-271 -2440  -6057 -360
2088 -1  4418 4458
-3152 -434  -819 395
-495 -871  -989 3129
-1148 2447  584 249
1472 -926  1547 -179
-123 -2774  -201 2312
-4989 491  377 291
233 1336  -3111 971
-3486 -165  -3917 2698
-5433 -6896  -1081 -753
2065 -656  -1755 600
11961 279  -1377 3517
-5207 -3303  -4988 -1775
-1859 -1832  2629 935
-4559 2944  3582 1230
-1788 -190  7044 2121
1904 -2631  -6594 -3287
-1910 -2486  -5801 1861
281 2672  -2918 1030
585 4647  3340 1168
4463 2117  -162 -1404
-274 -3390  325 2806
-3103 -1436  -2306 3169
7390 2228  3676 -1102
3332 -1715  -6939 -346
-1905 -1376  -4348 -1019
-1338 -1991  -1698 3756
2322 243  84 -2426
-569 1850  -665 -1616
772 -1367  1476 -1806
-163 338  7829 208
-3545 -225  -290 1047
3920 2413  -1465 582
1846 5431  187 -2295
340 2673  1020 -1760
6648 3329  2665 1030
925 -1286  1895 702
-1281 -668  -1153 3834
5477 -964  -2280 -449
6407 3008  1433 522
-1048 703  869 4977
567 4705  -2802 1646
-5632 949  -3726 -75
-3007 5507  3970 -2488
-48 1973  -1182 -2389
244 3613  2237 -4044
-4987 3094  -545 2257
-694 3332  35 181
7123 2394  -1270 5799
2184 2668  3237 -1318
488 3087  2539 1920
593 2119  -1980 -3568
-1042 5685  -1706 7499
80 -6558  -746 1680
563 -3838  -1728 1349
-1740 -3730  -1373 5249
1031 -6240  -3454 448
-1077 3417  -547 940
746 1002  119 -3003
1957 -776  6276 1431
